t strain*1e23
-56.78917 -3.8
-56.78892 -3.8
-56.78868 -3.7
-56.78844 -3.7
-56.78819 -3.7
-56.78795 -3.6
-56.7877 -3.6
-56.78746 -3.5
-56.78722 -3.5
-56.78697 -3.4
-56.78673 -3.3
-56.78648 -3.2
-56.78624 -3.1
-56.786 -3.1
-56.78575 -2.9
-56.78551 -2.8
-56.78526 -2.7
-56.78502 -2.6
-56.78477 -2.5
-56.78453 -2.3
-56.78429 -2.2
-56.78404 -2.1
-56.7838 -1.9
-56.78355 -1.8
-56.78331 -1.6
-56.78307 -1.4
-56.78282 -1.3
-56.78258 -1.1
-56.78233 -0.9
-56.78209 -0.8
-56.78184 -0.6
-56.7816 -0.4
-56.78136 -0.3
-56.78111 0.0
-56.78087 0.0
-56.78062 0.3
-56.78038 0.4
-56.78014 0.6
-56.77989 0.8
-56.77965 0.9
-56.7794 1.1
-56.77916 1.3
-56.77891 1.4
-56.77867 1.6
-56.77843 1.7
-56.77818 1.9
-56.77794 2.0
-56.77769 2.2
-56.77745 2.3
-56.77721 2.5
-56.77696 2.6
-56.77672 2.7
-56.77647 2.8
-56.77623 2.9
-56.77599 3.0
-56.77574 3.1
-56.7755 3.2
-56.77525 3.3
-56.77501 3.4
-56.77476 3.5
-56.77452 3.5
-56.77428 3.6
-56.77403 3.6
-56.77379 3.7
-56.77354 3.7
-56.7733 3.7
-56.77306 3.8
-56.77281 3.8
-56.77257 3.8
-56.77232 3.8
-56.77208 3.7
-56.77183 3.7
-56.77159 3.7
-56.77135 3.7
-56.7711 3.6
-56.77086 3.6
-56.77061 3.5
-56.77037 3.4
-56.77013 3.3
-56.76988 3.3
-56.76964 3.2
-56.76939 3.1
-56.76915 3.0
-56.76891 2.9
-56.76866 2.7
-56.76842 2.6
-56.76817 2.5
-56.76793 2.4
-56.76768 2.2
-56.76744 2.1
-56.7672 1.9
-56.76695 1.8
-56.76671 1.6
-56.76646 1.5
-56.76622 1.3
-56.76598 1.2
-56.76573 1.0
-56.76549 0.8
-56.76524 0.7
-56.765 0.5
-56.76475 0.3
-56.76451 0.1
-56.76427 0.0
-56.76402 -0.2
-56.76378 -0.4
-56.76353 -0.6
-56.76329 -0.7
-56.76305 -0.9
-56.7628 -1.1
-56.76256 -1.2
-56.76231 -1.4
-56.76207 -1.5
-56.76183 -1.7
-56.76158 -1.9
-56.76134 -2.0
-56.76109 -2.2
-56.76085 -2.3
-56.7606 -2.4
-56.76036 -2.6
-56.76012 -2.7
-56.75987 -2.8
-56.75963 -2.9
-56.75938 -3.0
-56.75914 -3.1
-56.7589 -3.2
-56.75865 -3.3
-56.75841 -3.4
-56.75816 -3.5
-56.75792 -3.5
-56.75767 -3.6
-56.75743 -3.6
-56.75719 -3.7
-56.75694 -3.7
-56.7567 -3.7
-56.75645 -3.8
-56.75621 -3.8
-56.75597 -3.8
-56.75572 -3.8
-56.75548 -3.7
-56.75523 -3.7
-56.75499 -3.7
-56.75475 -3.7
-56.7545 -3.6
-56.75426 -3.6
-56.75401 -3.5
-56.75377 -3.4
-56.75352 -3.4
-56.75328 -3.3
-56.75304 -3.2
-56.75279 -3.1
-56.75255 -3.0
-56.7523 -2.9
-56.75206 -2.8
-56.75182 -2.7
-56.75157 -2.5
-56.75133 -2.4
-56.75108 -2.3
-56.75084 -2.1
-56.75059 -2.0
-56.75035 -1.8
-56.75011 -1.7
-56.74986 -1.5
-56.74962 -1.4
-56.74937 -1.2
-56.74913 -1.0
-56.74889 -0.9
-56.74864 -0.7
-56.7484 -0.5
-56.74815 -0.4
-56.74791 -0.2
-56.74766 0.0
-56.74742 0.2
-56.74718 0.3
-56.74693 0.5
-56.74669 0.7
-56.74644 0.9
-56.7462 1.0
-56.74596 1.2
-56.74571 1.3
-56.74547 1.5
-56.74522 1.7
-56.74498 1.8
-56.74474 2.0
-56.74449 2.1
-56.74425 2.3
-56.744 2.4
-56.74376 2.5
-56.74351 2.7
-56.74327 2.8
-56.74303 2.9
-56.74278 3.0
-56.74254 3.1
-56.74229 3.2
-56.74205 3.3
-56.74181 3.4
-56.74156 3.4
-56.74132 3.5
-56.74107 3.6
-56.74083 3.6
-56.74058 3.7
-56.74034 3.7
-56.7401 3.7
-56.73985 3.7
-56.73961 3.8
-56.73936 3.8
-56.73912 3.8
-56.73888 3.8
-56.73863 3.7
-56.73839 3.7
-56.73814 3.7
-56.7379 3.6
-56.73766 3.6
-56.73741 3.5
-56.73717 3.5
-56.73692 3.4
-56.73668 3.3
-56.73643 3.2
-56.73619 3.1
-56.73595 3.0
-56.7357 2.9
-56.73546 2.8
-56.73521 2.7
-56.73497 2.6
-56.73473 2.4
-56.73448 2.3
-56.73424 2.2
-56.73399 2.0
-56.73375 1.9
-56.7335 1.7
-56.73326 1.6
-56.73302 1.4
-56.73277 1.2
-56.73253 1.1
-56.73228 0.9
-56.73204 0.7
-56.7318 0.6
-56.73155 0.4
-56.73131 0.2
-56.73106 0.0
-56.73082 -0.1
-56.73058 -0.3
-56.73033 -0.5
-56.73009 -0.6
-56.72984 -0.8
-56.7296 -1.0
-56.72935 -1.1
-56.72911 -1.3
-56.72887 -1.5
-56.72862 -1.6
-56.72838 -1.8
-56.72813 -1.9
-56.72789 -2.1
-56.72765 -2.2
-56.7274 -2.4
-56.72716 -2.5
-56.72691 -2.6
-56.72667 -2.7
-56.72642 -2.9
-56.72618 -3.0
-56.72594 -3.1
-56.72569 -3.2
-56.72545 -3.3
-56.7252 -3.3
-56.72496 -3.4
-56.72472 -3.5
-56.72447 -3.5
-56.72423 -3.6
-56.72398 -3.6
-56.72374 -3.7
-56.7235 -3.7
-56.72325 -3.7
-56.72301 -3.8
-56.72276 -3.8
-56.72252 -3.8
-56.72227 -3.8
-56.72203 -3.7
-56.72179 -3.7
-56.72154 -3.7
-56.7213 -3.6
-56.72105 -3.6
-56.72081 -3.5
-56.72057 -3.5
-56.72032 -3.4
-56.72008 -3.3
-56.71983 -3.2
-56.71959 -3.2
-56.71934 -3.1
-56.7191 -2.9
-56.71886 -2.8
-56.71861 -2.7
-56.71837 -2.6
-56.71812 -2.5
-56.71788 -2.3
-56.71764 -2.2
-56.71739 -2.1
-56.71715 -1.9
-56.7169 -1.8
-56.71666 -1.6
-56.71641 -1.4
-56.71617 -1.3
-56.71593 -1.1
-56.71568 -0.9
-56.71544 -0.8
-56.71519 -0.6
-56.71495 -0.4
-56.71471 -0.3
-56.71446 0.0
-56.71422 0.0
-56.71397 0.3
-56.71373 0.4
-56.71349 0.6
-56.71324 0.8
-56.713 0.9
-56.71275 1.1
-56.71251 1.3
-56.71226 1.4
-56.71202 1.6
-56.71178 1.7
-56.71153 1.9
-56.71129 2.0
-56.71104 2.2
-56.7108 2.3
-56.71056 2.5
-56.71031 2.6
-56.71007 2.7
-56.70982 2.8
-56.70958 2.9
-56.70933 3.0
-56.70909 3.1
-56.70885 3.2
-56.7086 3.3
-56.70836 3.4
-56.70811 3.5
-56.70787 3.5
-56.70763 3.6
-56.70738 3.6
-56.70714 3.7
-56.70689 3.7
-56.70665 3.7
-56.70641 3.8
-56.70616 3.8
-56.70592 3.8
-56.70567 3.8
-56.70543 3.7
-56.70518 3.7
-56.70494 3.7
-56.7047 3.7
-56.70445 3.6
-56.70421 3.6
-56.70396 3.5
-56.70372 3.4
-56.70348 3.3
-56.70323 3.3
-56.70299 3.2
-56.70274 3.1
-56.7025 3.0
-56.70225 2.9
-56.70201 2.7
-56.70177 2.6
-56.70152 2.5
-56.70128 2.4
-56.70103 2.2
-56.70079 2.1
-56.70055 1.9
-56.7003 1.8
-56.70006 1.6
-56.69981 1.5
-56.69957 1.3
-56.69933 1.2
-56.69908 1.0
-56.69884 0.8
-56.69859 0.6
-56.69835 0.5
-56.6981 0.3
-56.69786 0.1
-56.69762 0.0
-56.69737 -0.2
-56.69713 -0.4
-56.69688 -0.6
-56.69664 -0.7
-56.6964 -0.9
-56.69615 -1.1
-56.69591 -1.2
-56.69566 -1.4
-56.69542 -1.6
-56.69517 -1.7
-56.69493 -1.9
-56.69469 -2.0
-56.69444 -2.2
-56.6942 -2.3
-56.69395 -2.4
-56.69371 -2.6
-56.69347 -2.7
-56.69322 -2.8
-56.69298 -2.9
-56.69273 -3.0
-56.69249 -3.1
-56.69225 -3.2
-56.692 -3.3
-56.69176 -3.4
-56.69151 -3.5
-56.69127 -3.5
-56.69102 -3.6
-56.69078 -3.6
-56.69054 -3.7
-56.69029 -3.7
-56.69005 -3.7
-56.6898 -3.8
-56.68956 -3.8
-56.68932 -3.8
-56.68907 -3.8
-56.68883 -3.7
-56.68858 -3.7
-56.68834 -3.7
-56.68809 -3.7
-56.68785 -3.6
-56.68761 -3.6
-56.68736 -3.5
-56.68712 -3.4
-56.68687 -3.4
-56.68663 -3.3
-56.68639 -3.2
-56.68614 -3.1
-56.6859 -3.0
-56.68565 -2.9
-56.68541 -2.8
-56.68516 -2.7
-56.68492 -2.5
-56.68468 -2.4
-56.68443 -2.3
-56.68419 -2.1
-56.68394 -2.0
-56.6837 -1.8
-56.68346 -1.7
-56.68321 -1.5
-56.68297 -1.4
-56.68272 -1.2
-56.68248 -1.0
-56.68224 -0.9
-56.68199 -0.7
-56.68175 -0.5
-56.6815 -0.3
-56.68126 -0.2
-56.68101 0.0
-56.68077 0.2
-56.68053 0.4
-56.68028 0.5
-56.68004 0.7
-56.67979 0.9
-56.67955 1.0
-56.67931 1.2
-56.67906 1.4
-56.67882 1.5
-56.67857 1.7
-56.67833 1.8
-56.67808 2.0
-56.67784 2.1
-56.6776 2.3
-56.67735 2.4
-56.67711 2.5
-56.67686 2.7
-56.67662 2.8
-56.67638 2.9
-56.67613 3.0
-56.67589 3.1
-56.67564 3.2
-56.6754 3.3
-56.67516 3.4
-56.67491 3.4
-56.67467 3.5
-56.67442 3.6
-56.67418 3.6
-56.67393 3.7
-56.67369 3.7
-56.67345 3.7
-56.6732 3.7
-56.67296 3.8
-56.67271 3.8
-56.67247 3.8
-56.67223 3.8
-56.67198 3.7
-56.67174 3.7
-56.67149 3.7
-56.67125 3.6
-56.671 3.6
-56.67076 3.5
-56.67052 3.5
-56.67027 3.4
-56.67003 3.3
-56.66978 3.2
-56.66954 3.1
-56.6693 3.0
-56.66905 2.9
-56.66881 2.8
-56.66856 2.7
-56.66832 2.6
-56.66808 2.4
-56.66783 2.3
-56.66759 2.1
-56.66734 2.0
-56.6671 1.9
-56.66685 1.7
-56.66661 1.5
-56.66637 1.4
-56.66612 1.2
-56.66588 1.1
-56.66563 0.9
-56.66539 0.7
-56.66515 0.6
-56.6649 0.4
-56.66466 0.2
-56.66441 0.0
-56.66417 -0.1
-56.66392 -0.3
-56.66368 -0.5
-56.66344 -0.7
-56.66319 -0.8
-56.66295 -1.0
-56.6627 -1.2
-56.66246 -1.3
-56.66222 -1.5
-56.66197 -1.6
-56.66173 -1.8
-56.66148 -2.0
-56.66124 -2.1
-56.661 -2.2
-56.66075 -2.4
-56.66051 -2.5
-56.66026 -2.6
-56.66002 -2.8
-56.65977 -2.9
-56.65953 -3.0
-56.65929 -3.1
-56.65904 -3.2
-56.6588 -3.3
-56.65855 -3.4
-56.65831 -3.4
-56.65807 -3.5
-56.65782 -3.6
-56.65758 -3.6
-56.65733 -3.7
-56.65709 -3.7
-56.65684 -3.7
-56.6566 -3.7
-56.65636 -3.8
-56.65611 -3.8
-56.65587 -3.8
-56.65562 -3.8
-56.65538 -3.7
-56.65514 -3.7
-56.65489 -3.7
-56.65465 -3.6
-56.6544 -3.6
-56.65416 -3.5
-56.65391 -3.5
-56.65367 -3.4
-56.65343 -3.3
-56.65318 -3.2
-56.65294 -3.1
-56.65269 -3.0
-56.65245 -2.9
-56.65221 -2.8
-56.65196 -2.7
-56.65172 -2.6
-56.65147 -2.5
-56.65123 -2.3
-56.65099 -2.2
-56.65074 -2.0
-56.6505 -1.9
-56.65025 -1.7
-56.65001 -1.6
-56.64976 -1.4
-56.64952 -1.3
-56.64928 -1.1
-56.64903 -0.9
-56.64879 -0.8
-56.64854 -0.6
-56.6483 -0.4
-56.64806 -0.2
-56.64781 0.0
-56.64757 0.1
-56.64732 0.3
-56.64708 0.5
-56.64683 0.6
-56.64659 0.8
-56.64635 1.0
-56.6461 1.1
-56.64586 1.3
-56.64561 1.5
-56.64537 1.6
-56.64513 1.8
-56.64488 1.9
-56.64464 2.1
-56.64439 2.2
-56.64415 2.3
-56.64391 2.5
-56.64366 2.6
-56.64342 2.7
-56.64317 2.8
-56.64293 3.0
-56.64268 3.1
-56.64244 3.2
-56.6422 3.3
-56.64195 3.3
-56.64171 3.4
-56.64146 3.5
-56.64122 3.5
-56.64098 3.6
-56.64073 3.6
-56.64049 3.7
-56.64024 3.7
-56.64 3.7
-56.63975 3.8
-56.63951 3.8
-56.63927 3.8
-56.63902 3.8
-56.63878 3.7
-56.63853 3.7
-56.63829 3.7
-56.63805 3.6
-56.6378 3.6
-56.63756 3.5
-56.63731 3.5
-56.63707 3.4
-56.63683 3.3
-56.63658 3.3
-56.63634 3.2
-56.63609 3.1
-56.63585 3.0
-56.6356 2.8
-56.63536 2.7
-56.63512 2.6
-56.63487 2.5
-56.63463 2.3
-56.63438 2.2
-56.63414 2.1
-56.6339 1.9
-56.63365 1.8
-56.63341 1.6
-56.63316 1.5
-56.63292 1.3
-56.63267 1.1
-56.63243 1.0
-56.63219 0.8
-56.63194 0.6
-56.6317 0.4
-56.63145 0.3
-56.63121 0.1
-56.63097 0.0
-56.63072 -0.2
-56.63048 -0.4
-56.63023 -0.6
-56.62999 -0.8
-56.62975 -0.9
-56.6295 -1.1
-56.62926 -1.3
-56.62901 -1.4
-56.62877 -1.6
-56.62852 -1.7
-56.62828 -1.9
-56.62804 -2.0
-56.62779 -2.2
-56.62755 -2.3
-56.6273 -2.5
-56.62706 -2.6
-56.62682 -2.7
